engine_id,cylinder,label,severity,vote_confidence,label_vote_confidence,severity_vote_confidence,uncalibrated_probability_score,n_model_votes,suspicious_frequency_range,suspicious_columns,imputed_columns,n_imputed_measurements,peak_anomaly_score,direction,template_similarity,explanation,band_scores_json,confidence_optimization_applied,label_before_optimization,severity_before_optimization,confidence_before_optimization,confidence_after_optimization,confidence_gain,optimization_adjusted_columns,optimization_candidate_evaluations,imputation_strategy
test_0000,11,ok,nie_dotyczy,1.0,1.0,1.0,0.7944262699380251,51,brak,,mV_20,1,1.8167667614860123,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.596, ""mV_1"": 0.377, ""mV_2"": 0.6734, ""mV_3"": 1.5817, ""mV_4"": 1.8168, ""mV_5"": 1.532, ""mV_6"": 1.3647, ""mV_7"": 1.3341, ""mV_8"": 1.3254, ""mV_9"": 1.2291, ""mV_10"": 0.9828, ""mV_11"": 0.748, ""mV_12"": 0.6831, ""mV_13"": 0.6983, ""mV_14"": 0.781, ""mV_15"": 0.9288, ""mV_16"": 0.9968, ""mV_17"": 0.8907, ""mV_18"": 0.6318, ""mV_19"": 0.3301, ""mV_20"": null}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0000,12,ok,nie_dotyczy,1.0,1.0,1.0,0.8348235657504623,51,brak,,mV_4,1,1.0223805107499018,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.291, ""mV_1"": 0.375, ""mV_2"": 0.3877, ""mV_3"": 0.3112, ""mV_4"": null, ""mV_5"": 0.6554, ""mV_6"": 0.7589, ""mV_7"": 0.5781, ""mV_8"": 0.5063, ""mV_9"": 0.4532, ""mV_10"": 0.3023, ""mV_11"": 0.1673, ""mV_12"": 0.2072, ""mV_13"": 0.4578, ""mV_14"": 0.5727, ""mV_15"": 0.3873, ""mV_16"": 0.2739, ""mV_17"": 0.4466, ""mV_18"": 0.7703, ""mV_19"": 1.0224, ""mV_20"": 0.8532}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0001,1,ok,nie_dotyczy,1.0,1.0,1.0,0.7912781535736886,51,brak,,"mV_7,mV_11",2,1.1461464961085543,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.4628, ""mV_1"": 0.4314, ""mV_2"": 0.68, ""mV_3"": 1.1461, ""mV_4"": 1.0957, ""mV_5"": 0.6376, ""mV_6"": 0.1926, ""mV_7"": null, ""mV_8"": 0.2417, ""mV_9"": 0.3486, ""mV_10"": 0.2579, ""mV_11"": null, ""mV_12"": 0.0484, ""mV_13"": 0.1173, ""mV_14"": 0.2047, ""mV_15"": 0.2966, ""mV_16"": 0.3718, ""mV_17"": 0.3472, ""mV_18"": 0.3504, ""mV_19"": 0.5426, ""mV_20"": 0.5119}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0001,2,ok,nie_dotyczy,1.0,1.0,1.0,0.7880096152692535,51,brak,,,0,1.3382114651892119,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.7939, ""mV_1"": 0.9755, ""mV_2"": 0.8444, ""mV_3"": 0.6939, ""mV_4"": 0.7519, ""mV_5"": 0.9646, ""mV_6"": 1.1384, ""mV_7"": 1.1645, ""mV_8"": 1.0563, ""mV_9"": 1.0516, ""mV_10"": 1.2171, ""mV_11"": 1.3382, ""mV_12"": 1.3356, ""mV_13"": 1.2595, ""mV_14"": 1.1086, ""mV_15"": 0.8801, ""mV_16"": 0.5168, ""mV_17"": 0.5733, ""mV_18"": 0.9277, ""mV_19"": 0.7785, ""mV_20"": 0.4566}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0001,3,ok,nie_dotyczy,1.0,1.0,1.0,0.8266622538956637,51,brak,,,0,1.3003800071984308,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.4553, ""mV_1"": 0.5643, ""mV_2"": 0.5533, ""mV_3"": 0.5134, ""mV_4"": 0.37, ""mV_5"": 0.2659, ""mV_6"": 0.2466, ""mV_7"": 0.2765, ""mV_8"": 0.2643, ""mV_9"": 0.1407, ""mV_10"": 0.0712, ""mV_11"": 0.1055, ""mV_12"": 0.1604, ""mV_13"": 0.3177, ""mV_14"": 0.5678, ""mV_15"": 0.9608, ""mV_16"": 1.3004, ""mV_17"": 1.0036, ""mV_18"": 0.4053, ""mV_19"": 0.1178, ""mV_20"": 0.0343}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0001,4,ok,nie_dotyczy,1.0,1.0,1.0,0.78116561025999,51,3–4 kHz,"mV_3,mV_4",mV_16,1,2.1337110478601096,podwyższona,0.0,"Werdykt OK, ale najsilniejsze lokalne odstępstwo występuje w paśmie 3–4 kHz; amplituda jest podwyższona.","{""mV_0"": 1.2189, ""mV_1"": 1.638, ""mV_2"": 1.8178, ""mV_3"": 2.1337, ""mV_4"": 2.1087, ""mV_5"": 1.8221, ""mV_6"": 1.5039, ""mV_7"": 1.2384, ""mV_8"": 1.1821, ""mV_9"": 1.3263, ""mV_10"": 1.4541, ""mV_11"": 1.2756, ""mV_12"": 0.9406, ""mV_13"": 0.7111, ""mV_14"": 0.5693, ""mV_15"": 0.3769, ""mV_16"": null, ""mV_17"": 0.9736, ""mV_18"": 1.5989, ""mV_19"": 1.6847, ""mV_20"": 1.2391}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0001,5,ok,nie_dotyczy,1.0,1.0,1.0,0.8158572704229784,51,brak,,,0,0.9990594923076357,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.1116, ""mV_1"": 0.3039, ""mV_2"": 0.351, ""mV_3"": 0.2291, ""mV_4"": 0.2591, ""mV_5"": 0.4482, ""mV_6"": 0.6785, ""mV_7"": 0.805, ""mV_8"": 0.756, ""mV_9"": 0.6352, ""mV_10"": 0.5016, ""mV_11"": 0.3954, ""mV_12"": 0.329, ""mV_13"": 0.3197, ""mV_14"": 0.3565, ""mV_15"": 0.5632, ""mV_16"": 0.9521, ""mV_17"": 0.9991, ""mV_18"": 0.6576, ""mV_19"": 0.3836, ""mV_20"": 0.1688}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0001,6,ok,nie_dotyczy,1.0,1.0,1.0,0.7845979965656716,51,brak,,,0,1.6763426687753056,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 1.0483, ""mV_1"": 1.6763, ""mV_2"": 1.2804, ""mV_3"": 0.4442, ""mV_4"": 0.2223, ""mV_5"": 0.4189, ""mV_6"": 0.543, ""mV_7"": 0.5945, ""mV_8"": 0.6987, ""mV_9"": 0.869, ""mV_10"": 1.0551, ""mV_11"": 1.3133, ""mV_12"": 1.4856, ""mV_13"": 1.4135, ""mV_14"": 1.2748, ""mV_15"": 1.1069, ""mV_16"": 0.8055, ""mV_17"": 0.795, ""mV_18"": 1.1478, ""mV_19"": 1.3443, ""mV_20"": 1.0818}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0001,7,ok,nie_dotyczy,1.0,1.0,1.0,0.7407606017552554,51,brak,,,0,1.5674655560782327,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.1576, ""mV_1"": 0.2343, ""mV_2"": 0.3976, ""mV_3"": 0.7367, ""mV_4"": 1.1805, ""mV_5"": 1.4625, ""mV_6"": 1.5023, ""mV_7"": 1.3879, ""mV_8"": 1.233, ""mV_9"": 1.1813, ""mV_10"": 1.2513, ""mV_11"": 1.3751, ""mV_12"": 1.4582, ""mV_13"": 1.4906, ""mV_14"": 1.4117, ""mV_15"": 1.4059, ""mV_16"": 1.5675, ""mV_17"": 1.234, ""mV_18"": 0.5482, ""mV_19"": 0.3651, ""mV_20"": 0.3696}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0001,8,ok,nie_dotyczy,1.0,1.0,1.0,0.7809188852377882,51,brak,,mV_13,1,1.404953267738632,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.2802, ""mV_1"": 0.56, ""mV_2"": 0.8946, ""mV_3"": 1.405, ""mV_4"": 1.3714, ""mV_5"": 0.8226, ""mV_6"": 0.392, ""mV_7"": 0.1727, ""mV_8"": 0.1301, ""mV_9"": 0.1685, ""mV_10"": 0.1735, ""mV_11"": 0.2477, ""mV_12"": 0.2875, ""mV_13"": null, ""mV_14"": 0.5882, ""mV_15"": 0.6774, ""mV_16"": 0.4581, ""mV_17"": 0.2695, ""mV_18"": 0.184, ""mV_19"": 0.1332, ""mV_20"": 0.1117}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0002,1,ok,nie_dotyczy,1.0,1.0,1.0,0.8100335346490447,51,brak,,,0,0.8915499109216458,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.2919, ""mV_1"": 0.7067, ""mV_2"": 0.8423, ""mV_3"": 0.8915, ""mV_4"": 0.7376, ""mV_5"": 0.4016, ""mV_6"": 0.1917, ""mV_7"": 0.1186, ""mV_8"": 0.186, ""mV_9"": 0.3345, ""mV_10"": 0.4882, ""mV_11"": 0.5821, ""mV_12"": 0.6046, ""mV_13"": 0.5994, ""mV_14"": 0.5002, ""mV_15"": 0.3039, ""mV_16"": 0.2385, ""mV_17"": 0.2447, ""mV_18"": 0.1343, ""mV_19"": 0.0756, ""mV_20"": 0.0823}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0002,2,ok,nie_dotyczy,1.0,1.0,1.0,0.754591599203912,51,3 kHz,mV_3,"mV_5,mV_18",2,2.0043299737675464,obniżona,0.0,"Werdykt OK, ale najsilniejsze lokalne odstępstwo występuje w paśmie 3 kHz; amplituda jest obniżona.","{""mV_0"": 1.6086, ""mV_1"": 1.6932, ""mV_2"": 1.5827, ""mV_3"": 2.0043, ""mV_4"": 1.719, ""mV_5"": null, ""mV_6"": 1.3593, ""mV_7"": 1.7344, ""mV_8"": 1.7092, ""mV_9"": 1.6076, ""mV_10"": 1.3716, ""mV_11"": 1.2022, ""mV_12"": 1.168, ""mV_13"": 1.308, ""mV_14"": 1.4757, ""mV_15"": 1.3918, ""mV_16"": 1.0252, ""mV_17"": 0.4962, ""mV_18"": null, ""mV_19"": 0.7909, ""mV_20"": 0.951}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0002,3,ok,nie_dotyczy,1.0,1.0,1.0,0.7645408600866785,51,3–6 kHz,"mV_3,mV_4,mV_5,mV_6",,0,2.73781856871474,obniżona,0.0,"Werdykt OK, ale najsilniejsze lokalne odstępstwo występuje w paśmie 3–6 kHz; amplituda jest obniżona.","{""mV_0"": 0.6569, ""mV_1"": 0.3993, ""mV_2"": 0.7684, ""mV_3"": 2.0744, ""mV_4"": 2.7378, ""mV_5"": 2.5015, ""mV_6"": 2.0522, ""mV_7"": 1.638, ""mV_8"": 1.3573, ""mV_9"": 1.1278, ""mV_10"": 0.8068, ""mV_11"": 0.5144, ""mV_12"": 0.3611, ""mV_13"": 0.3149, ""mV_14"": 0.2967, ""mV_15"": 0.3687, ""mV_16"": 0.5533, ""mV_17"": 0.6666, ""mV_18"": 0.6596, ""mV_19"": 0.5719, ""mV_20"": 0.3744}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0002,4,ok,nie_dotyczy,1.0,1.0,1.0,0.7972030542110973,51,brak,,,0,0.8258947139909871,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.1584, ""mV_1"": 0.2454, ""mV_2"": 0.2925, ""mV_3"": 0.3968, ""mV_4"": 0.4715, ""mV_5"": 0.4085, ""mV_6"": 0.3037, ""mV_7"": 0.3204, ""mV_8"": 0.3957, ""mV_9"": 0.4911, ""mV_10"": 0.6955, ""mV_11"": 0.7265, ""mV_12"": 0.463, ""mV_13"": 0.2393, ""mV_14"": 0.1597, ""mV_15"": 0.1155, ""mV_16"": 0.1881, ""mV_17"": 0.5243, ""mV_18"": 0.8259, ""mV_19"": 0.7308, ""mV_20"": 0.3908}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0002,5,ok,nie_dotyczy,1.0,1.0,1.0,0.8164607258739145,51,brak,,mV_13,1,1.3662769433520991,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.0523, ""mV_1"": 0.1177, ""mV_2"": 0.4869, ""mV_3"": 1.1161, ""mV_4"": 1.3663, ""mV_5"": 1.03, ""mV_6"": 0.5436, ""mV_7"": 0.2411, ""mV_8"": 0.1159, ""mV_9"": 0.2405, ""mV_10"": 0.6332, ""mV_11"": 0.843, ""mV_12"": 0.5882, ""mV_13"": null, ""mV_14"": 0.1647, ""mV_15"": 0.658, ""mV_16"": 1.1224, ""mV_17"": 0.9303, ""mV_18"": 0.3446, ""mV_19"": 0.0641, ""mV_20"": 0.0334}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0002,6,ok,nie_dotyczy,1.0,1.0,1.0,0.7818217341030296,51,18–19 kHz,"mV_18,mV_19","mV_6,mV_15",2,2.2461303985643832,podwyższona,0.0,"Werdykt OK, ale najsilniejsze lokalne odstępstwo występuje w paśmie 18–19 kHz; amplituda jest podwyższona.","{""mV_0"": 0.6849, ""mV_1"": 1.1684, ""mV_2"": 1.1003, ""mV_3"": 0.6429, ""mV_4"": 0.5763, ""mV_5"": 0.6362, ""mV_6"": null, ""mV_7"": 1.1559, ""mV_8"": 1.6214, ""mV_9"": 1.8938, ""mV_10"": 2.2266, ""mV_11"": 2.2264, ""mV_12"": 1.8499, ""mV_13"": 1.3922, ""mV_14"": 0.8481, ""mV_15"": null, ""mV_16"": 1.1589, ""mV_17"": 1.9518, ""mV_18"": 2.2461, ""mV_19"": 2.134, ""mV_20"": 1.456}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0002,7,ok,nie_dotyczy,1.0,1.0,1.0,0.8075912516098076,51,brak,,mV_1,1,1.3345312718965532,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.2616, ""mV_1"": null, ""mV_2"": 0.3941, ""mV_3"": 0.7443, ""mV_4"": 0.6227, ""mV_5"": 0.348, ""mV_6"": 0.1943, ""mV_7"": 0.083, ""mV_8"": 0.0396, ""mV_9"": 0.077, ""mV_10"": 0.2089, ""mV_11"": 0.2976, ""mV_12"": 0.2231, ""mV_13"": 0.1251, ""mV_14"": 0.1759, ""mV_15"": 0.3016, ""mV_16"": 0.5015, ""mV_17"": 0.8819, ""mV_18"": 1.224, ""mV_19"": 1.3345, ""mV_20"": 0.9882}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0002,8,unknown,nie_dotyczy,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.6856112622404217,51,1–4 kHz,"mV_1,mV_2,mV_3,mV_4",mV_8,1,8.996269242833977,podwyższona,0.38252377962841605,Podejrzenie unknown: najbardziej nietypowe jest pasmo 1–4 kHz; amplituda jest podwyższona względem zdrowej referencji.,"{""mV_0"": 2.5168, ""mV_1"": 5.696, ""mV_2"": 8.8035, ""mV_3"": 8.9963, ""mV_4"": 5.967, ""mV_5"": 2.5668, ""mV_6"": 0.9424, ""mV_7"": 0.7366, ""mV_8"": null, ""mV_9"": 2.7063, ""mV_10"": 6.0322, ""mV_11"": 8.4198, ""mV_12"": 7.5882, ""mV_13"": 5.5824, ""mV_14"": 5.0708, ""mV_15"": 4.1524, ""mV_16"": 2.1659, ""mV_17"": 1.3145, ""mV_18"": 1.646, ""mV_19"": 1.7176, ""mV_20"": 1.124}",False,unknown,nie_dotyczy,0.9411764705882353,0.9411764705882353,0.0,,0,soft_vote_knn5_ridge_observed_only
test_0003,1,ok,nie_dotyczy,1.0,1.0,1.0,0.8349118866863517,51,brak,,mV_4,1,0.6857070613183864,brak istotnego odchylenia,0.0,Werdykt OK: brak zmierzonego pasma przekraczającego próg anomalii.,"{""mV_0"": 0.3384, ""mV_1"": 0.5002, ""mV_2"": 0.6857, ""mV_3"": 0.5869, ""mV_4"": null, ""mV_5"": 0.2572, ""mV_6"": 0.208, ""mV_7"": 0.1092, ""mV_8"": 0.142, ""mV_9"": 0.1572, ""mV_10"": 0.1282, ""mV_11"": 0.1904, ""mV_12"": 0.3661, ""mV_13"": 0.4966, ""mV_14"": 0.4443, ""mV_15"": 0.2847, ""mV_16"": 0.1897, ""mV_17"": 0.1967, ""mV_18"": 0.2951, ""mV_19"": 0.5255, ""mV_20"": 0.5528}",False,ok,nie_dotyczy,1.0,1.0,0.0,,0,soft_vote_knn5_ridge_observed_only
